ID,weekend_nights,week_nights,room_type,board_type,n_adults,n_less_12,n_more_12,booked_tour,n_requests,lead_time,purchase_type,n_p_cacellation,n_p_not_cacellation,repeated,price,date,is_canceled
INN07274,0,2,Room_Type 1,,1,0,0,0,0,218.0,Online,0,0,0,140.0,10/11/2018,True
INN33366,0,4,Room_Type 1,,2,0,0,0,2,126.0,,0,0,0,,09/07/2018,False
INN27493,2,1,Room_Type 6,half board,2,2,0,0,2,100.0,Online,0,0,0,179.3,04/03/2018,False
INN10696,1,5,Room_Type 1,,2,0,0,0,1,113.0,Offline,0,0,0,130.75,3/28/2018,False
INN17730,2,3,Room_Type 1,half board,2,0,0,0,0,167.0,Offline,0,0,0,101.25,08/11/2018,False
INN35480,2,2,Room_Type 4,half board,2,0,0,0,0,86.0,Online,0,0,0,152.6,05/01/2018,True
INN26866,2,3,Room_Type 4,half board,2,0,1,0,1,224.0,Online,0,0,0,131.76,7/28/2018,True
INN34330,2,1,Room_Type 6,,2,1,1,0,2,226.0,Online,0,0,0,188.3,7/16/2018,True
INN29905,2,5,Room_Type 1,breakfast,2,0,0,0,1,333.0,Offline,0,0,0,109.14,09/05/2018,False
INN24924,1,3,Room_Type 6,,2,0,2,0,0,68.0,,0,0,0,,4/18/2018,True
INN07580,1,2,Room_Type 4,half board,2,0,0,0,3,93.0,Online,0,0,0,152.3,10/07/2018,False
INN00332,0,2,Room_Type 1,breakfast,2,0,0,0,0,328.0,Online,0,0,0,129.0,7/17/2017,True
INN08260,2,5,Room_Type 4,half board,2,0,0,0,1,302.0,Online,0,0,0,125.64,09/03/2018,True
INN14734,0,0,Room_Type 1,half board,1,0,0,0,0,5.0,Online,0,0,0,20.0,4/30/2018,False
INN00836,0,3,Room_Type 6,half board,1,0,0,0,0,191.0,Online,0,0,0,207.85,5/26/2018,True
INN32975,0,3,Room_Type 4,,2,0,0,0,2,110.0,,0,0,0,,10/20/2018,False
INN30813,3,7,Room_Type 1,half board,1,0,0,0,0,12.0,Online,0,0,0,96.59,12/02/2018,False
INN22886,2,1,Room_Type 1,,2,0,0,1,1,228.0,,0,0,0,,10/29/2018,False
INN10060,0,5,Room_Type 1,half board,2,0,0,0,1,44.0,Online,0,0,0,84.67,11/15/2018,False
INN17412,0,3,Room_Type 1,,2,0,0,0,0,15.0,Corporate,0,0,0,85.0,08/05/2017,False
INN12045,1,3,Room_Type 1,,2,0,0,0,1,111.0,Online,0,0,0,123.5,6/30/2018,False
INN06964,2,2,Room_Type 1,full board,2,0,0,0,2,5.0,Offline,0,0,0,81.5,12/26/2017,False
INN24297,0,1,Room_Type 1,full board,2,0,0,0,0,2.0,Online,0,0,0,159.0,8/20/2018,False
INN08096,2,0,Room_Type 1,breakfast,2,0,0,0,0,90.0,Offline,0,0,0,125.0,10/30/2018,True
INN10816,2,3,Room_Type 1,,2,0,0,0,1,182.0,Online,0,0,0,117.75,08/11/2018,False
INN21066,2,1,Room_Type 1,half board,2,0,0,0,0,216.0,Online,0,0,0,128.9,10/01/2018,True
INN08483,1,5,Room_Type 1,,3,0,0,0,0,240.0,,0,0,0,,9/20/2018,True
INN02406,0,2,Room_Type 1,half board,1,0,0,0,0,231.0,Offline,0,0,0,115.0,6/24/2018,False
INN07876,2,4,Room_Type 1,,2,0,0,0,1,,,0,0,0,,11/13/2018,False
INN34296,1,1,Room_Type 1,full board,2,0,0,0,2,3.0,Online,0,0,0,109.0,08/10/2017,False
INN10067,0,1,Room_Type 1,half board,1,0,0,0,1,34.0,Online,0,0,0,155.0,5/19/2018,False
INN16104,1,3,Room_Type 4,half board,1,0,0,0,2,48.0,Online,0,0,0,169.4,9/26/2018,False
INN33399,0,2,Room_Type 1,,2,0,0,0,3,18.0,,0,0,0,113.0,2/17/2018,False
INN13809,0,1,Room_Type 1,full board,2,0,0,0,0,0.0,Online,0,0,0,109.0,7/29/2018,False
INN04997,0,1,Room_Type 7,half board,2,0,0,0,1,0.0,Complementary,3,14,1,20.0,03/09/2018,False
INN32289,0,3,Room_Type 6,breakfast,2,1,1,0,1,101.0,Online,0,0,0,251.0,12/08/2018,False
INN27686,0,2,Room_Type 1,half board,2,0,0,0,0,207.0,Online,0,0,0,129.8,8/17/2018,True
INN31392,0,2,Room_Type 1,half board,1,0,0,0,0,17.0,Offline,0,0,0,120.0,10/15/2017,False
INN22738,1,3,Room_Type 1,half board,2,0,0,0,0,342.0,Offline,0,0,0,120.0,10/03/2018,True
INN26710,1,2,Room_Type 1,breakfast,2,0,0,0,0,194.0,Offline,0,0,0,150.0,3/25/2018,True
INN23741,1,3,Room_Type 1,half board,2,0,0,0,0,90.0,Offline,0,0,0,95.0,12/05/2018,False
INN03368,0,3,Room_Type 4,breakfast,2,0,0,0,0,9.0,Online,0,0,0,194.0,4/21/2018,False
INN26989,1,2,Room_Type 1,half board,2,0,0,0,2,177.0,Offline,0,0,0,109.75,9/16/2018,False
INN29078,0,2,Room_Type 1,breakfast,2,0,0,0,1,416.0,Offline,0,0,0,135.0,9/13/2018,True
INN30111,0,4,Room_Type 1,full board,2,0,0,0,2,340.0,Online,0,0,0,92.25,12/28/2018,False
INN13821,0,1,Room_Type 1,half board,1,0,0,0,0,8.0,Offline,0,0,0,126.0,7/20/2018,False
INN24280,0,2,Room_Type 1,half board,1,0,0,0,0,41.0,Online,0,0,0,119.45,10/16/2017,False
INN35791,0,3,Room_Type 1,half board,2,0,0,0,0,335.0,Offline,0,0,0,130.0,10/12/2018,True
INN19229,0,2,Room_Type 1,full board,2,0,0,0,0,0.0,Online,0,0,0,174.0,7/27/2018,False
INN29964,0,5,Room_Type 1,half board,2,0,0,0,0,168.0,Offline,0,0,0,90.0,12/29/2017,False
INN23144,0,2,Room_Type 4,half board,1,0,0,0,0,8.0,Online,0,0,0,94.69,12/17/2017,False
INN05352,2,0,Room_Type 1,half board,1,0,0,0,2,16.0,Online,1,0,1,121.0,12/06/2017,False
INN11077,2,4,Room_Type 4,half board,2,0,0,0,1,68.0,Online,0,0,0,121.72,3/30/2018,False
INN13091,2,4,Room_Type 4,half board,2,0,0,0,1,24.0,Online,0,0,0,141.25,5/29/2018,False
INN13690,0,3,Room_Type 4,,2,0,0,0,0,51.0,Online,0,0,0,177.5,8/31/2018,True
INN20521,1,3,Room_Type 1,,2,0,0,0,0,227.0,,0,0,0,,08/08/2018,True
INN30910,0,1,Room_Type 1,half board,2,0,0,0,1,118.0,Online,0,0,0,146.9,5/19/2018,False
INN04547,2,5,Room_Type 1,breakfast,2,0,0,0,0,171.0,Offline,0,0,0,130.75,5/29/2018,False
INN01458,2,0,Room_Type 1,,2,0,0,0,0,8.0,Offline,0,0,0,74.0,2/28/2018,False
INN16378,0,1,Room_Type 1,,2,0,0,0,1,72.0,,0,0,0,,11/11/2018,False
INN32846,2,0,Room_Type 1,full board,2,0,0,0,1,104.0,Online,0,0,0,81.68,10/30/2018,False
INN28815,5,10,Room_Type 1,,2,0,0,0,2,245.0,,0,0,0,,8/15/2018,True
INN26901,0,3,Room_Type 1,,1,0,0,0,1,0.0,Online,0,0,0,144.33,6/21/2018,False
INN20324,1,3,Room_Type 4,half board,1,0,0,0,0,98.0,Online,0,0,0,139.07,10/10/2018,True
INN26021,0,3,Room_Type 1,breakfast,2,0,0,0,0,41.0,Offline,0,0,0,244.67,9/23/2017,True
INN35171,0,1,Room_Type 1,half board,2,0,0,0,1,9.0,Online,0,0,0,139.0,01/02/2018,False
INN25706,1,0,Room_Type 1,half board,2,0,0,0,1,6.0,Online,0,0,0,129.0,6/26/2018,False
INN16715,1,2,Room_Type 1,half board,2,0,0,0,0,366.0,Offline,0,0,0,109.0,11/04/2018,True
INN20453,0,2,Room_Type 1,half board,1,0,0,0,0,143.0,Online,0,0,0,110.9,4/15/2018,False
INN21872,0,3,Room_Type 1,half board,2,0,0,0,3,2.0,Online,0,0,0,125.0,08/11/2017,False
INN01461,0,2,Room_Type 1,,2,0,0,0,0,10.0,,0,0,0,,02/12/2018,False
INN19191,2,4,Room_Type 1,half board,2,0,0,0,0,112.0,Corporate,0,0,0,104.0,07/02/2018,False
INN03097,0,1,Room_Type 1,half board,2,0,0,0,0,5.0,Online,0,0,0,113.0,2/20/2018,False
INN31997,1,2,Room_Type 1,,2,0,0,0,0,54.0,,0,0,0,146.0,10/03/2018,True
INN24521,1,1,Room_Type 1,half board,2,0,0,0,1,29.0,Online,0,0,0,161.0,3/26/2018,False
INN15327,1,2,Room_Type 1,,1,0,0,0,0,22.0,Offline,0,0,0,89.0,2/19/2018,False
INN31382,0,2,Room_Type 1,half board,1,0,0,0,0,124.0,Offline,0,0,0,135.0,4/19/2018,True
INN34311,2,5,Room_Type 4,half board,2,0,0,0,0,22.0,Online,0,0,0,117.0,1/15/2018,False
INN25385,1,2,Room_Type 1,half board,2,1,0,0,1,225.0,Online,0,0,0,141.5,08/12/2018,True
INN21326,0,1,Room_Type 1,half board,1,0,0,0,2,56.0,Online,0,0,0,106.4,11/23/2018,False
INN08019,0,1,Room_Type 1,,1,0,0,0,0,45.0,,0,0,0,,5/13/2018,False
INN29296,1,2,Room_Type 1,half board,1,0,0,0,1,23.0,Online,0,0,0,159.0,9/23/2018,False
INN26804,0,0,Room_Type 4,half board,1,0,0,0,2,0.0,Complementary,0,0,0,20.0,4/27/2018,False
INN16262,0,1,Room_Type 1,,2,0,0,0,1,20.0,,0,0,0,139.0,4/22/2018,False
INN07983,0,1,Room_Type 1,,2,0,0,0,0,84.0,,0,0,0,,10/22/2017,False
INN20721,2,3,Room_Type 1,,1,0,0,0,0,158.0,,0,0,0,,6/19/2018,False
INN24469,1,2,Room_Type 1,half board,2,0,0,0,0,363.0,Offline,0,0,0,120.0,9/16/2018,True
INN35279,1,3,Room_Type 1,half board,2,0,0,0,0,342.0,Offline,0,0,0,120.0,10/03/2018,True
INN04626,0,3,Room_Type 1,half board,1,0,0,0,0,230.0,Offline,0,0,0,115.0,6/23/2018,False
INN31237,2,3,Room_Type 4,half board,2,0,0,0,2,170.0,Online,0,0,0,128.29,5/29/2018,False
INN23844,1,1,Room_Type 1,half board,1,0,0,0,0,12.0,Corporate,0,0,0,157.7,07/04/2018,False
INN20506,0,3,Room_Type 1,half board,2,0,0,0,0,520.0,Offline,0,0,0,90.0,09/08/2018,True
INN21312,0,1,Room_Type 4,half board,2,0,0,0,0,38.0,Online,0,0,0,177.5,10/07/2018,True
INN08727,2,2,Room_Type 1,full board,2,0,0,0,0,95.0,Online,0,0,0,140.6,8/26/2018,True
INN27278,0,2,Room_Type 4,,2,0,0,0,0,77.0,,0,0,0,,5/27/2018,True
INN28215,0,3,Room_Type 1,,1,0,0,0,0,86.0,,0,0,0,,6/14/2018,False
INN08041,0,2,Room_Type 4,half board,2,0,0,0,0,56.0,Offline,0,0,0,80.0,11/03/2017,False
INN07013,0,1,Room_Type 1,half board,2,1,0,0,1,3.0,Online,0,0,0,187.0,07/01/2018,False
INN33245,0,3,Room_Type 1,half board,1,0,0,0,1,5.0,Corporate,0,5,1,85.0,2/16/2018,False
INN04402,2,2,Room_Type 2,half board,0,0,2,0,2,250.0,Online,0,0,0,108.77,10/23/2018,False
INN09475,0,2,Room_Type 1,,2,0,0,0,0,76.0,,0,0,0,,09/04/2017,False
INN16056,2,3,Room_Type 4,half board,3,0,0,0,1,6.0,Online,0,0,0,183.0,3/26/2018,False
INN11807,0,4,Room_Type 1,half board,2,0,0,0,0,6.0,Offline,0,0,0,90.0,10/28/2017,False
INN00753,0,3,Room_Type 1,half board,2,0,0,0,2,8.0,Online,0,0,0,180.0,10/20/2018,False
INN04614,0,3,Room_Type 1,half board,1,0,0,0,0,34.0,Online,0,0,0,102.65,10/15/2017,False
INN08051,0,4,Room_Type 1,half board,2,0,0,0,0,120.0,Offline,0,0,0,120.0,9/28/2018,True
INN28648,1,2,Room_Type 1,half board,2,0,0,0,0,238.0,Offline,0,0,0,110.0,09/09/2018,True
INN22434,2,3,Room_Type 1,full board,2,0,0,0,0,111.0,Offline,0,0,0,83.75,8/28/2018,False
INN23018,1,3,Room_Type 4,half board,1,0,0,0,0,20.0,Online,0,0,0,147.5,04/07/2018,True
INN06746,0,3,Room_Type 4,,2,0,0,0,2,20.0,Online,0,0,0,164.67,04/12/2018,False
INN00358,1,3,Room_Type 1,half board,2,0,0,0,0,160.0,Offline,0,0,0,96.0,6/13/2018,False
INN26054,0,4,Room_Type 1,half board,2,0,0,0,0,183.0,Offline,0,0,0,95.0,04/12/2018,False
INN05521,0,2,Room_Type 4,half board,2,0,0,0,1,77.0,Online,0,0,0,169.4,9/16/2018,False
INN24774,0,2,Room_Type 1,breakfast,1,0,0,0,0,344.0,Offline,0,0,0,111.0,9/16/2018,False
INN29070,0,3,Room_Type 4,half board,3,0,0,0,2,128.0,Online,0,0,0,171.2,10/11/2018,False
INN11343,2,5,Room_Type 1,half board,2,0,1,0,0,76.0,Online,0,0,0,141.5,7/23/2018,False
INN29353,0,3,Room_Type 1,breakfast,2,0,0,0,0,2.0,Corporate,0,0,0,166.0,9/29/2018,False
INN16313,2,3,Room_Type 1,full board,2,0,0,0,0,46.0,Online,0,0,0,127.1,07/01/2018,True
INN13554,1,4,Room_Type 1,full board,2,0,0,0,1,50.0,Online,0,0,0,136.1,05/09/2018,False
INN27381,2,2,Room_Type 1,half board,1,0,0,0,0,65.0,Offline,0,0,0,86.5,10/16/2018,False
INN21151,0,1,Room_Type 1,half board,2,1,0,0,2,17.0,Online,0,0,0,189.0,7/16/2018,False
INN01853,1,5,Room_Type 1,half board,2,0,0,0,0,11.0,Online,0,0,0,147.67,3/28/2018,True
INN17097,2,5,Room_Type 1,,2,0,0,0,0,231.0,,0,0,0,86.71,5/28/2018,True
INN04356,0,5,Room_Type 1,,2,0,0,0,1,266.0,Online,0,0,0,96.5,08/11/2017,True
INN23971,1,3,Room_Type 1,half board,2,0,0,0,0,252.0,Offline,0,0,0,92.75,10/08/2017,False
INN34905,1,2,Room_Type 1,half board,2,0,0,0,4,51.0,Online,0,0,0,141.33,11/11/2018,False
INN31812,1,1,Room_Type 1,half board,1,0,0,0,1,99.0,Offline,0,0,0,100.0,05/02/2018,False
INN35313,2,1,Room_Type 4,half board,2,0,0,0,0,92.0,Online,0,0,0,147.8,07/09/2018,True
INN28944,0,3,Room_Type 4,,2,0,0,0,2,58.0,,0,0,0,118.87,06/08/2018,False
INN17995,1,5,Room_Type 1,,2,0,0,0,0,188.0,Online,0,0,0,131.6,8/29/2018,True
INN16518,0,2,Room_Type 1,breakfast,2,0,0,0,1,453.0,Offline,0,0,0,135.0,10/14/2018,True
INN04179,2,3,Room_Type 1,half board,1,0,0,0,0,138.0,Offline,0,0,0,96.0,2/27/2018,False
INN09183,0,3,Room_Type 1,full board,2,0,0,0,0,161.0,Online,0,0,0,114.5,5/17/2018,True
INN18194,1,3,Room_Type 4,half board,1,0,0,0,0,3.0,Online,0,0,0,121.36,11/24/2018,False
INN32527,1,0,Room_Type 1,full board,2,0,0,0,0,23.0,Online,0,0,0,149.0,9/25/2018,True
INN28205,1,0,Room_Type 4,half board,2,0,0,0,0,20.0,Online,0,0,0,184.0,9/26/2018,False
INN04873,3,8,Room_Type 4,half board,2,0,0,0,0,69.0,Online,0,0,0,143.55,8/29/2018,False
INN25107,4,5,Room_Type 4,breakfast,3,0,0,0,0,137.0,Online,0,0,0,211.0,7/17/2018,True
INN33312,2,1,Room_Type 1,half board,2,0,0,0,1,104.0,Online,0,0,0,146.9,6/19/2018,False
INN00443,1,3,Room_Type 1,half board,2,0,0,0,2,45.0,Online,0,0,0,101.9,03/10/2018,False
INN18061,1,2,Room_Type 1,half board,1,0,0,0,1,18.0,Online,0,0,0,165.0,07/08/2018,False
INN32137,0,3,Room_Type 1,half board,2,0,0,0,0,335.0,Offline,0,0,0,130.0,10/12/2018,True
INN05222,3,7,Room_Type 1,half board,1,0,0,0,1,0.0,Online,0,1,1,89.0,11/30/2017,False
INN13519,0,2,Room_Type 1,half board,2,0,0,0,0,254.0,Offline,0,0,0,120.0,5/20/2018,True
INN04379,2,3,Room_Type 1,half board,2,0,0,0,1,364.0,Offline,0,0,0,98.0,8/19/2018,False
INN28403,0,1,Room_Type 1,,2,0,0,0,1,36.0,Online,0,0,0,155.9,07/08/2018,False
INN13521,0,3,Room_Type 2,half board,2,0,0,1,1,4.0,Online,0,0,0,125.5,11/05/2017,False
INN22749,2,5,Room_Type 4,half board,3,0,0,0,2,95.0,Online,0,0,0,166.96,07/06/2018,False
INN13406,0,1,Room_Type 4,,2,1,1,0,0,0.0,,0,0,0,,1/30/2018,False
INN22461,0,1,Room_Type 1,half board,1,0,0,0,0,11.0,Offline,0,0,0,89.0,03/02/2018,False
INN27408,2,5,Room_Type 4,,3,0,0,1,1,17.0,,0,0,0,,2/14/2018,False
INN36121,0,2,Room_Type 1,half board,1,0,0,0,0,10.0,Online,0,0,0,143.2,10/19/2018,False
INN14284,2,3,Room_Type 1,,2,0,0,0,1,10.0,Online,0,0,0,156.0,10/16/2018,False
INN28873,0,2,Room_Type 1,half board,1,0,0,0,0,17.0,Offline,0,0,0,120.0,10/15/2017,False
INN08720,0,4,Room_Type 1,,2,0,0,0,1,,,0,0,0,,08/10/2018,True
INN27340,0,3,Room_Type 1,half board,1,0,0,0,0,86.0,Offline,0,0,0,140.0,6/14/2018,False
INN11344,0,1,Room_Type 1,full board,2,0,1,0,0,2.0,Online,0,0,0,160.0,10/05/2018,False
INN01762,0,2,Room_Type 1,,2,0,0,0,0,134.0,Online,0,0,0,79.5,11/08/2018,False
INN22795,1,3,Room_Type 1,half board,2,0,0,0,0,90.0,Offline,0,0,0,100.0,3/17/2018,True
INN20189,1,0,Room_Type 1,half board,3,0,0,0,0,34.0,Online,0,0,0,187.0,3/27/2018,True
INN23900,0,3,Room_Type 1,,1,0,0,0,0,82.0,,0,0,0,,05/10/2018,False
INN13168,1,3,Room_Type 1,full board,2,0,0,0,0,58.0,Offline,0,0,0,83.75,7/25/2018,False
INN28730,1,0,Room_Type 1,half board,1,0,0,0,0,0.0,Corporate,0,2,1,85.0,9/19/2018,False
INN03007,2,1,Room_Type 1,half board,2,0,0,0,1,232.0,Online,0,0,0,117.71,09/10/2018,False
INN21543,2,4,Room_Type 4,half board,2,0,0,1,3,8.0,Online,0,0,0,126.89,11/30/2018,False
INN07108,2,5,Room_Type 4,,2,0,0,0,0,38.0,,0,0,0,,6/17/2018,True
INN06253,1,2,Room_Type 1,half board,2,0,0,0,0,23.0,Online,0,0,0,150.0,05/02/2018,False
INN23563,1,1,Room_Type 1,full board,2,0,0,0,1,26.0,Online,0,0,0,106.0,03/05/2018,False
INN04342,0,3,Room_Type 1,half board,2,0,0,0,0,20.0,Online,0,0,0,124.0,12/06/2018,False
INN34833,0,2,Room_Type 1,half board,1,0,0,0,0,2.0,Offline,1,0,1,118.1,9/30/2017,False
INN35908,0,3,Room_Type 1,,2,0,0,0,0,332.0,Offline,0,0,0,78.17,9/22/2018,False
INN02339,1,2,Room_Type 1,,2,0,1,0,2,51.0,Offline,0,0,0,132.0,11/04/2018,False
INN23748,0,3,Room_Type 1,half board,2,0,0,0,0,42.0,Offline,0,0,0,80.0,01/05/2018,False
INN16582,1,1,Room_Type 1,,2,0,0,0,0,27.0,Online,0,0,0,149.0,3/21/2018,True
INN06859,0,3,Room_Type 1,,2,0,0,0,0,70.0,Online,0,0,0,140.0,4/28/2018,True
INN04910,0,1,Room_Type 1,half board,2,0,0,0,0,3.0,Corporate,0,0,0,91.0,02/10/2018,False
INN13240,0,3,Room_Type 1,,1,0,0,0,1,17.0,,0,0,0,134.0,9/15/2017,False
INN29958,2,2,Room_Type 4,half board,2,0,0,0,0,57.0,Online,0,0,0,123.28,04/01/2018,False
INN00295,2,1,Room_Type 1,half board,2,0,0,0,1,142.0,Online,0,0,0,107.3,04/03/2018,True
INN33159,1,2,Room_Type 1,,2,0,0,0,1,57.0,,0,0,0,79.91,03/11/2018,False
INN13175,1,2,Room_Type 4,half board,3,0,0,0,2,114.0,Online,0,0,0,179.3,05/02/2018,False
INN36153,1,3,Room_Type 4,,2,0,0,0,0,110.0,,0,0,0,,7/14/2018,True
INN17123,2,2,Room_Type 1,half board,1,0,0,0,1,16.0,Online,0,0,0,108.4,12/18/2018,False
INN10452,2,1,Room_Type 1,,1,0,0,0,0,112.0,,0,0,0,,10/15/2018,True
INN24609,1,1,Room_Type 2,half board,2,0,0,0,0,216.0,Online,0,0,0,116.3,7/23/2018,True
INN11941,1,2,Room_Type 1,half board,2,0,0,0,0,71.0,Online,0,0,0,125.6,4/25/2018,True
INN11801,1,2,Room_Type 1,,2,0,0,0,1,2.0,Offline,0,0,0,95.0,6/17/2018,False
INN07280,1,1,Room_Type 1,half board,2,0,0,0,1,51.0,Online,0,0,0,147.5,10/31/2018,False
INN06130,1,3,Room_Type 4,half board,2,0,0,0,2,148.0,Online,0,0,0,125.61,12/26/2018,False
INN33036,1,3,Room_Type 1,full board,2,0,0,0,0,158.0,Online,0,0,0,112.25,8/22/2018,True
INN05668,0,1,Room_Type 1,half board,2,1,0,0,1,162.0,Online,0,0,0,150.5,8/13/2018,False
INN06443,0,2,Room_Type 1,,1,0,0,0,0,15.0,,0,0,0,,1/19/2018,False
INN00552,0,1,Room_Type 1,half board,2,0,0,0,0,22.0,Offline,0,0,0,74.0,01/02/2018,False
INN30996,0,3,Room_Type 1,half board,2,0,0,0,1,5.0,Online,0,0,0,171.0,07/06/2018,False
INN29547,1,3,Room_Type 1,,2,0,0,0,0,387.0,Offline,0,0,0,100.0,5/19/2018,True
INN25812,0,4,Room_Type 4,half board,2,0,0,0,2,42.0,Online,0,0,0,190.0,10/12/2018,False
INN28418,2,1,Room_Type 1,,1,0,0,0,0,2.0,Offline,0,0,0,80.0,2/28/2018,True
INN12674,1,3,Room_Type 1,,1,0,0,0,2,42.0,,0,0,0,,11/07/2018,False
INN29330,0,2,Room_Type 1,half board,2,0,0,0,0,143.0,Offline,0,0,0,121.0,3/29/2018,False
INN05250,1,3,Room_Type 1,,2,0,0,0,2,128.0,,0,0,0,137.3,11/21/2018,False
INN12101,2,1,Room_Type 1,half board,2,0,0,0,0,0.0,Online,0,0,0,126.67,8/22/2017,False
INN07534,1,2,Room_Type 4,half board,3,0,0,0,1,146.0,Online,0,0,0,142.4,11/04/2018,True
INN08396,2,4,Room_Type 4,half board,2,0,0,0,1,32.0,Online,0,0,0,134.0,12/04/2018,False
INN20351,1,0,Room_Type 1,half board,1,0,0,0,0,65.0,Corporate,0,0,0,85.0,10/05/2017,False
INN11422,0,1,Room_Type 1,half board,1,0,0,0,0,6.0,Online,0,0,0,95.0,01/09/2018,False
INN03502,0,3,Room_Type 1,breakfast,2,0,0,0,0,101.0,Offline,0,0,0,120.33,12/31/2017,False
INN35425,2,2,Room_Type 1,half board,2,0,0,0,3,35.0,Online,0,0,0,164.68,09/09/2018,False
INN08248,2,2,Room_Type 4,half board,2,0,0,0,1,137.0,Online,0,0,0,107.05,5/14/2018,False
INN09692,0,2,Room_Type 1,,2,0,0,0,0,0.0,,0,0,0,,09/08/2017,False
INN21280,1,2,Room_Type 1,half board,2,0,0,0,0,202.0,Offline,0,0,0,105.0,4/22/2018,True
INN22044,1,2,Room_Type 4,half board,2,0,0,0,3,114.0,Online,0,0,0,157.4,06/03/2018,False
INN11251,0,3,Room_Type 1,half board,1,0,0,0,0,182.0,Offline,0,0,0,91.0,1/19/2018,False
INN05584,1,3,Room_Type 4,,3,0,0,0,0,153.0,,0,0,0,,7/25/2018,True
INN27856,0,1,Room_Type 1,breakfast,2,0,0,0,0,66.0,Offline,0,0,0,124.0,04/06/2018,False
INN03743,0,3,Room_Type 1,breakfast,1,0,0,0,0,44.0,Offline,0,0,0,111.0,10/13/2017,False
INN19629,0,3,Room_Type 1,,2,0,0,0,0,83.0,,0,0,0,,4/26/2018,False
INN22918,2,0,Room_Type 1,,2,0,0,0,0,197.0,,0,0,0,,07/10/2018,True
INN23535,0,1,Room_Type 1,full board,2,0,0,1,0,3.0,Online,0,0,0,114.0,12/11/2017,False
INN34578,2,3,Room_Type 1,,2,1,0,0,1,176.0,,0,0,0,,7/31/2018,False
INN17207,2,1,Room_Type 1,,2,0,0,0,1,158.0,Online,0,0,0,114.5,05/08/2018,False
INN25482,1,2,Room_Type 4,half board,3,0,0,0,2,70.0,Online,0,0,0,179.3,06/10/2018,False
INN29890,0,3,Room_Type 1,half board,2,0,0,0,1,117.0,Online,0,0,0,128.3,4/28/2018,False
INN24320,1,3,Room_Type 1,half board,2,0,0,0,0,15.0,Corporate,0,0,0,120.0,10/12/2017,False
INN14995,2,5,Room_Type 1,full board,2,0,0,0,0,105.0,Online,0,0,0,113.55,06/08/2018,True
INN16143,0,2,Room_Type 4,half board,2,0,0,0,0,77.0,Online,0,0,0,160.4,5/27/2018,True
INN17760,0,2,Room_Type 1,,1,0,0,0,0,231.0,Offline,0,0,0,115.0,6/24/2018,False
INN07193,0,3,Room_Type 1,half board,2,0,0,0,0,212.0,Online,0,0,0,145.1,09/08/2018,True
INN09415,2,1,Room_Type 1,half board,2,0,0,0,0,161.0,Online,0,0,0,134.5,8/21/2018,True
INN35479,0,1,Room_Type 1,half board,2,0,0,0,0,126.0,Offline,0,0,0,95.0,04/06/2018,True
INN02493,2,0,Room_Type 1,full board,2,0,0,0,0,154.0,Online,0,0,0,105.5,8/28/2018,True
INN00057,0,1,Room_Type 1,full board,2,0,0,0,1,167.0,Online,0,0,0,114.5,7/28/2018,True
INN22068,2,2,Room_Type 1,half board,2,0,0,0,0,124.0,Offline,0,0,0,145.0,12/31/2018,False
INN09774,0,4,Room_Type 1,,2,0,0,0,0,136.0,,0,0,0,,3/29/2018,True
INN23162,1,1,Room_Type 1,full board,2,0,0,0,0,242.0,Online,0,0,0,118.1,10/01/2018,True
INN00250,1,3,Room_Type 1,half board,1,0,0,0,1,0.0,Online,0,0,0,111.0,11/09/2017,False
INN00275,1,0,Room_Type 1,half board,2,0,0,0,1,23.0,Online,0,0,0,114.35,06/12/2018,False
INN24763,0,4,Room_Type 1,half board,2,0,0,0,0,202.0,Offline,0,0,0,116.8,10/04/2018,True
INN20949,0,5,Room_Type 4,,3,0,0,0,1,106.0,,0,0,0,,12/06/2018,False
INN08962,0,2,Room_Type 1,breakfast,2,0,0,0,1,318.0,Offline,0,0,0,135.0,6/24/2018,True
INN34999,0,1,Room_Type 1,,1,0,0,0,0,,,0,0,0,,10/15/2018,False
INN01033,0,2,Room_Type 1,,1,0,0,0,0,231.0,,0,0,0,115.0,6/24/2018,False
INN16867,0,3,Room_Type 1,half board,2,0,0,0,0,212.0,Offline,0,0,0,145.1,09/08/2018,True
INN13702,0,2,Room_Type 1,breakfast,2,0,0,0,1,416.0,Offline,0,0,0,135.0,9/13/2018,True
INN28355,0,2,Room_Type 1,breakfast,2,0,0,0,0,89.0,Offline,0,0,0,129.0,9/18/2017,False
INN05816,0,3,Room_Type 1,,2,0,0,0,0,6.0,,0,0,0,125.0,09/08/2017,False
INN25907,0,1,Room_Type 3,full board,1,0,0,0,0,0.0,Complementary,0,0,0,20.0,12/31/2017,False
INN19526,0,3,Room_Type 1,,2,0,0,0,0,48.0,Offline,0,0,0,105.0,10/25/2018,False
INN19950,1,3,Room_Type 4,half board,1,0,0,0,1,124.0,Online,0,0,0,115.88,05/05/2018,False
INN35981,2,2,Room_Type 4,half board,2,0,0,0,2,28.0,Online,0,0,0,181.5,9/24/2018,False
INN24567,0,3,Room_Type 4,half board,1,0,0,0,2,144.0,Online,0,0,0,152.3,10/13/2018,False
INN06155,0,1,Room_Type 1,breakfast,1,0,0,0,0,66.0,Online,0,0,0,20.0,04/06/2018,False
